Name,Address,Rating,Total Reviews,Latitude,Longitude,Place ID,Image File
Mallah Youth Trainer,"VX93+7WG, Hawksbay Road, Mauripur Mauripur, Karachi",4.3,8,24.868184,66.9548316,ChIJaQJnChwVsz4RG2Eu658SNDQ,restaurant_images/ChIJaQJnChwVsz4RG2Eu658SNDQ.jpg
Al Habib Hotel,"VX94+55H, 193/194 Street Number 4, Mauripur Mauripur, Karachi",,,24.8680241,66.9553842,ChIJU81VDAAVsz4RU1OlCzarAAw,restaurant_images/ChIJU81VDAAVsz4RU1OlCzarAAw.jpg
Islamia kakar hotel,"VX92+JG5, Mauripur Road, Mauripur, Karachi",5,2,24.8690224,66.9513461,ChIJ2cNh77MVsz4Rzxgw9gfamiE,restaurant_images/ChIJ2cNh77MVsz4Rzxgw9gfamiE.jpg
Taj Bajor Hotel,"VX94+R35, Mauripur Rd Quaid-e-Azam Truck Stand, Sindh Industrial Trading Estate, Karachi",4.3,216,24.8695099,66.9552325,ChIJt7bjQ7IVsz4RaKi0jWnfUYs,restaurant_images/ChIJt7bjQ7IVsz4RaKi0jWnfUYs.jpg
Al-Madina Hotel,"VX94+VCJ, Mauripur Rd, Quaid-e-Azam Truck Stand, SITE, Karachi, Sindh, Mauripur",4,90,24.8697209,66.9560132,ChIJI8IlPLIVsz4R3iTM88uJhHw,restaurant_images/ChIJI8IlPLIVsz4R3iTM88uJhHw.jpg
Sindh Punjab Hotel,"VX95+J5X, Mauripur, Karachi",3.7,49,24.8691003,66.957992,ChIJEfKQnLEVsz4RwnYmTGVNMno,restaurant_images/ChIJEfKQnLEVsz4RwnYmTGVNMno.jpg
Zamzam Biryani,"Gool Market, Gate # 03 Hawksbay Road, Quaid-e-Azam Truck Stand Mauripur, Karachi",4.3,24,24.8687353,66.9587074,ChIJe0f3hccVsz4RnpwyOrsmqGw,restaurant_images/ChIJe0f3hccVsz4RnpwyOrsmqGw.jpg
Almakha biryani,"Mauripur Road, Mauripur, Karachi",5,1,24.8673683,66.9417115,ChIJz9pUSD0Vsz4R-vvvqLbUk8k,restaurant_images/ChIJz9pUSD0Vsz4R-vvvqLbUk8k.jpg
khawaja Ismail Restuarant,"room# 7, Truck Stand, plot # 643 Hawksbay Road, Mauripur, Karachi",4,2,24.8695076,66.9581356,ChIJeTnDMpoVsz4RcChx63ROi-4,restaurant_images/ChIJeTnDMpoVsz4RcChx63ROi-4.jpg
new quitta pakistan hotel ???????? ??????? ????,Karachi,4.8,4,24.8670625,66.9411875,ChIJDSizbvgVsz4R4u-CtpvcpMk,restaurant_images/ChIJDSizbvgVsz4R4u-CtpvcpMk.jpg
New Frontier Hotel - ??? ??????? ????,"VX95+HVX, Mauripur, Karachi",1,1,24.8690687,66.9597484,ChIJ8yUnuiUVsz4RPlWo8xlmeyw,restaurant_images/ChIJ8yUnuiUVsz4RPlWo8xlmeyw.jpg
SNCOs Mess Masroor,"VW9Q+69V, Mauripur, Karachi",4,9,24.8686769,66.9392906,ChIJESqkyGgVsz4RhbYrFcSLi2A,restaurant_images/ChIJESqkyGgVsz4RhbYrFcSLi2A.jpg
Bilal Bajaur Hotel,"Truk stand, Gate, 2 Hawksbay Road, Maripur, Karachi",4,2,24.8708606,66.9620726,ChIJm4LVSgAVsz4R9FcTx__3BmU,restaurant_images/ChIJm4LVSgAVsz4R9FcTx__3BmU.jpg
????Dubai Resturent,"VXC7+252, Hawksbay Road, Mauripur Mauripur, Karachi",5,1,24.8700699,66.9628984,ChIJE84PcwoVsz4Rswd1Zk6ALY0,restaurant_images/ChIJE84PcwoVsz4Rswd1Zk6ALY0.jpg
Officer's Mess Masroor,"VWFV+VJ2, Mauripur, Karachi",3.4,18,24.8746272,66.944016,ChIJ23rOJgAVsz4RpDrJFQBou7c,restaurant_images/ChIJ23rOJgAVsz4RpDrJFQBou7c.jpg
Cafe Al Mahad,"S-52/B SITE, Hawksbay Road, Mauripur, Karachi",5,2,24.8728226,66.9615717,ChIJXT_nJ8sVsz4RkX65F-BXtF4,restaurant_images/ChIJXT_nJ8sVsz4RkX65F-BXtF4.jpg
Caf? Escape (????? ?????),"VWGV+46G, Unnamed Road, Mauripur, Karachi",4.3,18,24.8753098,66.9430842,ChIJ1yvwnAgVsz4RAJBy30F4ZQY,restaurant_images/ChIJ1yvwnAgVsz4RAJBy30F4ZQY.jpg
Marine Drive,"Hawks Bay Road, Grax Colony, Karachi",4,2,24.8673136,66.9333025,ChIJmz-5rngVsz4Rruy_aXTCITM,restaurant_images/ChIJmz-5rngVsz4Rruy_aXTCITM.jpg
Midnight Cafe,"Hawks Bay Road, Grax Village, Karachi",4,17,24.8676617,66.933204,ChIJO2zkRS8Vsz4RC-yZLHmD7DI,restaurant_images/ChIJO2zkRS8Vsz4RC-yZLHmD7DI.jpg
Pakistan Burger and fastfood,Pakistan fastfoor grax,5,2,24.8676763,66.9328039,ChIJIWTefo8Vsz4RM3_0770bm7M,restaurant_images/ChIJIWTefo8Vsz4RM3_0770bm7M.jpg
Cafe Al Qadri Hotel? ???? ??????? ????,"Mauripur Road, Grex Colony, Kemari Town, Keamari, Karachi",3.9,227,24.8677105,66.9323482,ChIJ4VpNslwUsz4R6ZRPbmhIQGg,restaurant_images/ChIJ4VpNslwUsz4R6ZRPbmhIQGg.jpg
AAA Chicken Shop,"VW9M+G45, Mauripur, Karachi",5,2,24.868766,66.932865,ChIJl7RsHgAVsz4RbFQ5bUwKfM0,restaurant_images/ChIJl7RsHgAVsz4RbFQ5bUwKfM0.jpg
MAJEED BAHAR RESTAURANT,"Majeed Bahar Restaurant, Grax Colony, Karachi",4.4,43,24.8679666,66.9318194,ChIJ0zT2xTkVsz4RqcMI-QYrL88,restaurant_images/ChIJ0zT2xTkVsz4RqcMI-QYrL88.jpg
Airmen Mess Masroor,"VWJX+3W8, Mauripur, Karachi",3.9,56,24.88015,66.9498398,ChIJaVXN7fYVsz4RdhfjPieIbBY,restaurant_images/ChIJaVXN7fYVsz4RdhfjPieIbBY.jpg
Paf Masroor Base,"VWHR+594, PAF Masroor Road, Mauripur, Karachi",4.5,65,24.8778809,66.9409445,ChIJY6dYAGUVsz4RFqPsKd6AD1w,restaurant_images/ChIJY6dYAGUVsz4RFqPsKd6AD1w.jpg
Al Fareed Food Centre ??????? ???? ?????,"Gulbai, Karachi",4,6,24.8758211,66.9679714,ChIJvYHmUxYVsz4RPopCvL22zok,restaurant_images/ChIJvYHmUxYVsz4RPopCvL22zok.jpg
Cafe Dil Nasheen ???? ??????,"VXG9+C4G, Estate Avenue, Gulbai Sindh Industrial Trading Estate, Karachi",4,194,24.8760643,66.96783,ChIJuR3iYaQVsz4RtCm0LaaCBRs,restaurant_images/ChIJuR3iYaQVsz4RtCm0LaaCBRs.jpg
Shehzada Sea Foods,"Unnamed Road, Machar Colony, Karachi",4.5,11,24.8597593,66.9748776,ChIJgTmu3eoVsz4RfZ3vJ2spz5U,restaurant_images/ChIJgTmu3eoVsz4RfZ3vJ2spz5U.jpg
Jamil burger and fast food,"VXG9+C4W, Gulbai Sindh Industrial Trading Estate, Karachi",3.9,11,24.8761064,66.967837,ChIJnUuL6v4Vsz4RIP2hnk_6DtA,restaurant_images/ChIJnUuL6v4Vsz4RIP2hnk_6DtA.jpg
Al-Madina Biryani,"VXG9+G43, Gulbai, Karachi",4.8,4,24.8762345,66.9677421,ChIJ7bQEWMcVsz4RbdTDoYdPlZ0,restaurant_images/ChIJ7bQEWMcVsz4RbdTDoYdPlZ0.jpg
Sharjah food court ????? ??? ????,"VXFC+M54, Mauripur Road, Mauripur, Karachi",2,2,24.8741256,66.9704605,ChIJOULpGgAVsz4RZWBL4Ty2B9U,restaurant_images/ChIJOULpGgAVsz4RZWBL4Ty2B9U.jpg
Maju Burgers Corner,"VXM2+829, Mauripur, Karachi",5,2,24.8833345,66.9500887,ChIJG7QE-8sVsz4Reazkgp2XuZg,restaurant_images/ChIJG7QE-8sVsz4Reazkgp2XuZg.jpg
Food Street Masroor,"VWMX+9WV, PAF Masroor Road, Keamari, Karachi",3.9,14,24.8834912,66.9498124,ChIJLckbd-wVsz4RYzbL5AAmp_M,restaurant_images/ChIJLckbd-wVsz4RYzbL5AAmp_M.jpg
Fisel chiken wola,"VX7H+J74, Machar Colony, Karachi",5,1,24.8640121,66.9781923,ChIJeaQ8DAAVsz4RWmlOi1KzgDA,restaurant_images/ChIJeaQ8DAAVsz4RWmlOi1KzgDA.jpg
Kala Panic 6 number,"VX2G+7F4, Road, Askari 2 Cantonment, Karachi",,,24.8506483,66.9762033,ChIJm4lP0TkVsz4Renrb_0aUulQ,restaurant_images/ChIJm4lP0TkVsz4Renrb_0aUulQ.jpg
Bona french fries,"VX7H+2WX, Machar Colony, Karachi",,,24.8626236,66.9798632,ChIJ8eLukuAVsz4RajAHLARbKXk,restaurant_images/ChIJ8eLukuAVsz4RajAHLARbKXk.jpg
Soya bariny wola,VX7J+C2P,5,2,24.863578,66.9800789,ChIJTwn9HQAVsz4REtT6UPS7bdw,restaurant_images/ChIJTwn9HQAVsz4REtT6UPS7bdw.jpg
Port Grand - Karachi,"opposite PNSC Building, Road Port Grand Food Street, West Wharf, Karachi",4.4,29972,24.8446557,66.9909129,ChIJTQOElP0Vsz4RQAzqKJupTqM,restaurant_images/ChIJTQOElP0Vsz4RQAzqKJupTqM.jpg
Pizza Max - I.I. Chundrigar,Karachi,4.2,626,24.850221,67.0044333,ChIJHbEBTAE-sz4R2F8YCzix-ws,restaurant_images/ChIJHbEBTAE-sz4R2F8YCzix-ws.jpg
KFC - I.I. Chundrigar,"Room No. 1/3 Ground Floor 74200, Muhammadi House, I.I Chundrigar Road, Seari Quarters, ?????",4.2,2949,24.8496486,67.0043963,ChIJO-PlNQE-sz4RRM9LwM4zLyM,restaurant_images/ChIJO-PlNQE-sz4RRM9LwM4zLyM.jpg
Cafe Bogie,"Near: City Station, I.I Chundrigar Road, Karachi",4,2879,24.8496488,67.0071766,ChIJ-cOtpQk-sz4RzLYqor_ibfw,restaurant_images/ChIJ-cOtpQk-sz4RzLYqor_ibfw.jpg
Food Centre | Burns Road,"V248+J6X, Main, Burns Road, Karachi",3.9,5206,24.8566055,67.0156242,ChIJYYMVbw4-sz4RZgAXazBQVqY,restaurant_images/ChIJYYMVbw4-sz4RZgAXazBQVqY.jpg
Karachi Haleem (Burns Road branch),"Pak Mansion, Burnes Road, Shahrah-e-Liaquat, Saddar Gari Khata, Karachi",4,1812,24.8567296,67.0159052,ChIJb-mnH4BAsz4RS4d0yJvZnmE,restaurant_images/ChIJb-mnH4BAsz4RS4d0yJvZnmE.jpg
Rotary? Food Park,"RXWR+5QQ, Jinnah Flyover, West Wharf, Karachi",4,26,24.8454525,66.9919782,ChIJFfDIxP0Vsz4RChRGvPmTI9E,restaurant_images/ChIJFfDIxP0Vsz4RChRGvPmTI9E.jpg
Akber Burger Point,"B Street Number G-11, Agra Taj Colony, Karachi",3.9,39,24.8719753,66.9821111,ChIJg7-WPJEVsz4RVhG-vcT4Cto,restaurant_images/ChIJg7-WPJEVsz4RVhG-vcT4Cto.jpg
"""AFRIDI INN"" Restaurant ( ?????? ?? )","Port Grand, ????? ???? ????? ??? ???, ?????",3.6,145,24.8422262,66.9894335,ChIJ19KJmQcWsz4RNgakM9DgMF4,restaurant_images/ChIJ19KJmQcWsz4RNgakM9DgMF4.jpg
Noor's Fisheries,"Karachi fish harbour, Karachi",4.2,76,24.8491714,66.9795077,ChIJwyrHkuYVsz4Rqir9QKzrkxc,restaurant_images/ChIJwyrHkuYVsz4Rqir9QKzrkxc.jpg
Sarhad Namkeen Hotel,"R2V8+6WX, near to Nomania Masjid, M. T. Khan Road, Sultanabad, Karachi",3.8,22,24.8431086,67.0173527,ChIJDy4lW-E9sz4Rb9tmAqfqif8,restaurant_images/ChIJDy4lW-E9sz4Rb9tmAqfqif8.jpg
Kabab-Ji Lebanese Restaurant,"Movenpick Hotel, Club Road, Civil Lines, Karachi",3.7,1869,24.8464316,67.0262921,ChIJA7T8At89sz4RPVWTjFh663E,restaurant_images/ChIJA7T8At89sz4RPVWTjFh663E.jpg
McDonald's,"Atrium Mall Cinemas, Karachi Cantonment, Karachi",4.1,767,24.8561401,67.0302423,ChIJr-gzOHE-sz4RedilazoFi80,restaurant_images/ChIJr-gzOHE-sz4RedilazoFi80.jpg
La Mamma,"Shapes Health Club Compound Old Railway Club, 139 McNiel Road, Cantt, Civil Lines, Karachi",4,66,24.8464667,67.0262306,ChIJA7T8At89sz4ROpohDkQ9hmY,restaurant_images/ChIJA7T8At89sz4ROpohDkQ9hmY.jpg
Fanoos Lounge,"Shapes Health Club Compound Old Railway Club, 139 McNiel Road, Cantt, Civil Lines, Karachi",4.1,64,24.846486,67.026212,ChIJA7T8At89sz4RA6_O_Cy8e4k,restaurant_images/ChIJA7T8At89sz4RA6_O_Cy8e4k.jpg
Gul Plaza Shopping Centre,"Muhammad Ali Jinnah Road, Gazdarabad, Karachi",4.2,16078,24.8647717,67.0236886,ChIJJ_xwr2w-sz4RnnDin9xw4Tk,restaurant_images/ChIJJ_xwr2w-sz4RnnDin9xw4Tk.jpg
HAROON PAKWAN CENTER,HAROON PAKWAN CENTER IN PAKISTAN,,,24.8607375,67.0011406,ChIJKSTvbwA_sz4RCMQOCllE3bA,restaurant_images/ChIJKSTvbwA_sz4RCMQOCllE3bA.jpg
Cafe Chai Sky,"V262+7FR, Karachi",,,24.8607343,67.0011364,ChIJB7usBAA_sz4RI7vMtCBxKj0,restaurant_images/ChIJB7usBAA_sz4RI7vMtCBxKj0.jpg
Malik Foods,"Gulistan e kazim, 6th Street, Karachi",,,24.8607343,67.0011364,ChIJf4Gogkw_sz4RHJS93-tS-Nk,restaurant_images/ChIJf4Gogkw_sz4RHJS93-tS-Nk.jpg
Mehfil Chai,"Mirchili restaurant 61, Karachi",5,1,24.8607343,67.0011364,ChIJu__BAy4_sz4Rml3tFsnlydI,restaurant_images/ChIJu__BAy4_sz4Rml3tFsnlydI.jpg
Cook Like MA,"V262+7FR, Karachi",,,24.8607343,67.0011364,ChIJ56uJZwA_sz4RJjGPXh2Tz2Y,restaurant_images/ChIJ56uJZwA_sz4RJjGPXh2Tz2Y.jpg
GHOUSIA ARABIC SHAWARMA,"V262+7FR, Karachi",5,2,24.8607343,67.0011364,ChIJ1Q3ABQA_sz4RiW-TmIQ_BRM,restaurant_images/ChIJ1Q3ABQA_sz4RiW-TmIQ_BRM.jpg
Best food in hyderabad,"HOUSE NUMBER 18C, GARDEN OFFICER COLONY, Karachi",4.5,2,24.8607343,67.0011364,ChIJTVAOKQg_sz4Rk4bXIATABeA,restaurant_images/ChIJTVAOKQg_sz4Rk4bXIATABeA.jpg
Shahi kitchen,"house no. R 529, Karachi",4.3,12,24.8607343,67.0011364,ChIJ_zcxBGk_sz4RPoHZGuKmJfg,restaurant_images/ChIJ_zcxBGk_sz4RPoHZGuKmJfg.jpg
Zasa Chinese inn,"B 103, Karachi",4.7,3,24.8607343,67.0011364,ChIJP57UklU_sz4RncgQwW2dpvA,restaurant_images/ChIJP57UklU_sz4RncgQwW2dpvA.jpg
Baba Fareed Fast Food Center,"Plot 1082, Karachi",3,1,24.8607343,67.0011364,ChIJbWd344xBsz4RMkPlEDQxSi8,restaurant_images/ChIJbWd344xBsz4RMkPlEDQxSi8.jpg
MAK'S BURGER FAST FOOD,"opposite PSO patrol pump sector, shop no 4, Rays terrace 1, opposite PSO patrol pump sector, Karachi",,,24.8607343,67.0011364,ChIJy2pRSy0_sz4R_5Zyaqtrtis,restaurant_images/ChIJy2pRSy0_sz4R_5Zyaqtrtis.jpg
A.H Foods,"Shop number G26, Karachi",4.2,5,24.8607343,67.0011364,ChIJSwSR838xsz4ROiM8B5qNvEE,restaurant_images/ChIJSwSR838xsz4ROiM8B5qNvEE.jpg
Avari Towers Karachi,"242, Avari Towers Main Building, 244 Fatima Jinnah Road, Karachi Cantonment, Karachi",4.7,50941,24.8527202,67.0322979,ChIJlTbXrnc-sz4RhqjBjTxisks,restaurant_images/ChIJlTbXrnc-sz4RhqjBjTxisks.jpg
Gloria Jean's Coffees SMCHS,"V354+8Q6, Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi",4.1,4619,24.863929,67.0549433,ChIJuzDim4U-sz4R2evsZAalCdE,restaurant_images/ChIJuzDim4U-sz4R2evsZAalCdE.jpg
New Little China Restaurant,"Najeeb Corner, 172/P Tariq Road, Block 2 P.E.C.H.S., Karachi",3.9,693,24.8673858,67.0576109,ChIJ3_s82o8-sz4RYV60gezTWNc,restaurant_images/ChIJ3_s82o8-sz4RYV60gezTWNc.jpg
Royal Ice & Spice,"1-C, Sindhi Muslim Cooperative Housing Society Block A, Karachi",4.1,5809,24.862927,67.0546004,ChIJHcnJuoU-sz4R8G8XI2svEdI,restaurant_images/ChIJHcnJuoU-sz4R8G8XI2svEdI.jpg
Delhi Sweets,"4A Shahra-e-Faisal, PECHS Extension Block 6 P.E.C.H.S., Karachi",4.3,4270,24.8597325,67.0615054,ChIJt3vHepw-sz4RFmofKshWU4I,restaurant_images/ChIJt3vHepw-sz4RFmofKshWU4I.jpg
Yuan Tung Restaurant,"173 Tariq Road, Block 2 P.E.C.H.S., Karachi",4.1,1774,24.8672222,67.0577778,ChIJqcU4248-sz4R07kIu9LaaBI,restaurant_images/ChIJqcU4248-sz4R07kIu9LaaBI.jpg
Al-Haaj Bundoo Khan's ?????? ????? ???,"V374+332, Captain Fareed Bukhari Shaheed Road, Block A Sindhi Muslim CHS (SMCHS), Karachi",3.8,1774,24.8626394,67.0551523,ChIJsREVr4U-sz4RRUjNt4LD7GA,restaurant_images/ChIJsREVr4U-sz4RRUjNt4LD7GA.jpg
Rehmat-e-Shereen,"S/172, main Tariq Road, P.E.C.H.S Block 2, Karachi",4.5,9441,24.8683043,67.0574311,ChIJtf4s0o8-sz4RhRQVTudg1jg,restaurant_images/ChIJtf4s0o8-sz4RhRQVTudg1jg.jpg
Indus Fumigation,"R-346, Sindhi Muslim Cooperative Housing Society Sector 8-B Abysenia Lines, Karachi",4.9,86,24.8605915,67.0508269,ChIJKxAV7YY-sz4RsMpARiHick8,restaurant_images/ChIJKxAV7YY-sz4RsMpARiHick8.jpg
Sizzlerz Cafe & Grill,"4D, 4D, Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi",3.8,2831,24.8627606,67.0550903,ChIJqbYfqYU-sz4RU3qF3PlquWc,restaurant_images/ChIJqbYfqYU-sz4RU3qF3PlquWc.jpg
Broadway Pizza - SMCHS,"Captain Fareed Bukhari Shaheed Road, Sindhi Muslim Cooperative Housing Society, Karachi",4.6,3732,24.8635249,67.0549364,ChIJ4eolCIU-sz4RO35plvz_T5k,restaurant_images/ChIJ4eolCIU-sz4RO35plvz_T5k.jpg
New York Coffee? ??????? ????,"V373+FX3, Ocean Mall, Main Clifton Road, Block A Sindhi Muslim CHS (SMCHS), Karachi",4.2,2171,24.8636409,67.054937,ChIJf6pMooU-sz4R4AWxenX3Fpc,restaurant_images/ChIJf6pMooU-sz4R4AWxenX3Fpc.jpg
Ginsoy - SMCHS Branch,"Captain Fareed Bukhari Shaheed Road, Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi",4.4,8114,24.8640325,67.0549276,ChIJ8Tu9m4U-sz4RUH9CH_9GXWk,restaurant_images/ChIJ8Tu9m4U-sz4RUH9CH_9GXWk.jpg
Bam-Bou Restaurant,"Plot A, Sabah Arcade, near Allah wala, 125 round about, Block A, Karachi",4.2,5356,24.8645912,67.0551213,ChIJF6T3g4U-sz4RIyWNt_ixzQc,restaurant_images/ChIJF6T3g4U-sz4RIyWNt_ixzQc.jpg
Eastern Foods,"opposite Rahmania Masjid, next to Islamic Shehed Center, Tariq Road, Karachi",4.1,111,24.8666804,67.0569456,ChIJk5hqnZw-sz4RyAvg1gcGsnw,restaurant_images/ChIJk5hqnZw-sz4RyAvg1gcGsnw.jpg
Mr.Chinese food,"House 125-B, near Minsa water plant, Block B street 9, Sindhi Muslim Cooperative Housing Society Block B Sindhi Muslim CHS (SMCHS), Karachi",4.1,83,24.8549402,67.0573254,ChIJT0524YI-sz4R1ejr-eO4Fyw,restaurant_images/ChIJT0524YI-sz4R1ejr-eO4Fyw.jpg
Pizza Max - Tariq Road,"744 Tariq Road, P.E.C.H.S Block 2, Karachi",4.3,3003,24.8674531,67.0573483,ChIJpfreHpI-sz4RDtqD3-v5dus,restaurant_images/ChIJpfreHpI-sz4RDtqD3-v5dus.jpg
Me'nu Cafe,"V367+9QV, Block 6 P.E.C.H.S., Karachi",3.9,15,24.8609966,67.064417,ChIJ6-NqVZk-sz4RWwR3zyR4Ivk,restaurant_images/ChIJ6-NqVZk-sz4RWwR3zyR4Ivk.jpg
Food Junction ambala,"opposite ambala bakery, 62 R, opposite ambala bakery, Karachi",3.9,756,24.8547304,67.0672386,ChIJLwSZmiA8sz4RaD5LIx5m1Ic,restaurant_images/ChIJLwSZmiA8sz4RaD5LIx5m1Ic.jpg
My Kitchen (Main Branch),"Bus Stop, Lal Kothi (house), Shahrah-e-Faisal Service Road South, Block-6 P.E.C.H.S., Karachi",3.9,987,24.8618787,67.0701224,ChIJ0W7Zqpg-sz4R77praAlDWX4,restaurant_images/ChIJ0W7Zqpg-sz4R77praAlDWX4.jpg
Chullu Kabab Sistani,"opposite Petrol Pump, Doctor Daud Pota Road, ?????",4.1,4741,24.8567746,67.0314352,ChIJxQZnIHE-sz4RSkypMHhKjMY,restaurant_images/ChIJxQZnIHE-sz4RSkypMHhKjMY.jpg
Student Biryani,"Van Street, Karachi",3.8,8829,24.864935,67.0314737,ChIJ9wAAx28-sz4RBF-c78gMnHE,restaurant_images/ChIJ9wAAx28-sz4RBF-c78gMnHE.jpg
KBC Restaurant (?? ?? ?? ?????????),"Jeddah Center, Raja Ghazanfar Ali Road, Saddar Karachi Cantonment, Karachi",4,4090,24.8564192,67.0309227,ChIJHeV6PHE-sz4RghK2HigNEJs,restaurant_images/ChIJHeV6PHE-sz4RghK2HigNEJs.jpg
Al-Haaj Bundoo Khan's Restaurant,"V29J+JQV, Muhammad Ali Jinnah Road, Central Jacob Lines, Karachi",3.6,115,24.8691032,67.0319222,ChIJsyq-_Gg-sz4Ry-KGTacpX8A,restaurant_images/ChIJsyq-_Gg-sz4Ry-KGTacpX8A.jpg
WOW - World Of Wraps,"V24J+C5G, Karachi Cantonment, Karachi",3.7,22,24.8560578,67.0304497,ChIJk9WyMHE-sz4Rvdl2_GEL1UA,restaurant_images/ChIJk9WyMHE-sz4Rvdl2_GEL1UA.jpg
McDonald's,"R3R6+G5H, N Circular Avenue, Main Korangi Road, D.H.A. Phase 1 Phase 1 Defence Housing Authority, Karachi",4.2,6093,24.8413098,67.0604989,ChIJV4XL8To8sz4R8_t1e2vYItU,restaurant_images/ChIJV4XL8To8sz4R8_t1e2vYItU.jpg
Shaikh Abdul Ghaffar Kabab House,"next to Riaz Masjid, Dehli Saudagar Road No. 4, Delhi Mercantile Society P.E.C.H.S., Karachi",4.4,12799,24.8765964,67.0659988,ChIJex-mwJQ-sz4RhOSDCEOFoZY,restaurant_images/ChIJex-mwJQ-sz4RhOSDCEOFoZY.jpg
Yameen Haleem Merchant,"V2GM+8VC, Britto Road, Parsi Colony Saddar, Karachi",4.1,122,24.8758026,67.0346362,ChIJORxKtkQ-sz4RDg2S7sefE2I,restaurant_images/ChIJORxKtkQ-sz4RDg2S7sefE2I.jpg
De Pizzano,"V2HP+5G2, Mirza Adam Khan Road, Soldier Bazaar Catholic Colony, Karachi",4,467,24.8778758,67.0362611,ChIJ56ICl1w-sz4RXGchjqtcVVU,restaurant_images/ChIJ56ICl1w-sz4RXGchjqtcVVU.jpg
Hanifia - New Town,"Jama Masjid, Shop No. 14 New Town, Jamshed Quarters Allama Binori Town, Karachi",4,1742,24.8811393,67.0419788,ChIJq0K0FVk-sz4RWItuNKx5kr4,restaurant_images/ChIJq0K0FVk-sz4RWItuNKx5kr4.jpg
Waheed B.B.Q,"11th Street North, Azam Basti, Karachi",4.4,137,24.8455505,67.0688683,ChIJG-F7uCI8sz4RXNVwbkjLFuI,restaurant_images/ChIJG-F7uCI8sz4RXNVwbkjLFuI.jpg
14th Street Pizza Co. | Shaheed-e-Millat Road,"Shaheed-e-Millat Road, road, Karachi",4.3,1072,24.8804577,67.0630209,ChIJXR1VYOw-sz4Rao3SmJpzZnE,restaurant_images/ChIJXR1VYOw-sz4Rao3SmJpzZnE.jpg
Mehboob Food Center,"Rodrigues Road, Parsi Colony Saddar, Karachi",4.2,1015,24.8755045,67.0319005,ChIJk4HGA0M-sz4RVmtXSjc4hPU,restaurant_images/ChIJk4HGA0M-sz4RVmtXSjc4hPU.jpg
Al Bustan Restaurant,"Club Road, Civil Lines, Karachi",4.1,770,24.8487515,67.0285749,ChIJA7T8At89sz4RXMLdxIZhVJI,restaurant_images/ChIJA7T8At89sz4RXMLdxIZhVJI.jpg
Xander's,"Tipu Sultan Road, P.E.C.H.S., Karachi",4.2,8294,24.8663903,67.0777874,ChIJX8sX2iU_sz4RkQSMFLN8lng,restaurant_images/ChIJX8sX2iU_sz4RkQSMFLN8lng.jpg
Yadgar Fish,"opposite Yadgar Fish, 3 Jamshed Road, Government Quarters Jail Road, Karachi",3.8,6113,24.8860176,67.0506243,ChIJ37a7aPc-sz4RiLVPgNHRiFs,restaurant_images/ChIJ37a7aPc-sz4RiLVPgNHRiFs.jpg
Food Break,"Shop # 1, Al Mairaj Manzil, Central Commercial Area, Oppt Rajoo Ice Cream, Bahadurabad Bahadur Yar Jang CHS, Karachi",4.1,1761,24.8816902,67.0675277,ChIJAdx-Uuo-sz4RsvU7qE02HCU,restaurant_images/ChIJAdx-Uuo-sz4RsvU7qE02HCU.jpg
Yellow Potato,"V3M8+3H6, BMCHS Sharafabad, Karachi",4.3,39,24.8826671,67.0663764,ChIJn1Gcxus-sz4RD3QNFIBdsTM,restaurant_images/ChIJn1Gcxus-sz4RD3QNFIBdsTM.jpg
Zameer Ansari BBQ & Grill,"Alamgir Road, Bahadur Yar Jang CHS, Karachi",4.1,4395,24.8793628,67.0721743,ChIJM-3Rc8A-sz4R-_IoziXrYNY,restaurant_images/ChIJM-3Rc8A-sz4R-_IoziXrYNY.jpg
Baklava Palace,"Plot # 23, Al-Arz Arcade, Shop # G-3, Karachi Memon Society Sharafabad, Karachi",4.2,540,24.8853842,67.0619051,ChIJB7qw_e4-sz4RLpRUSiaqstw,restaurant_images/ChIJB7qw_e4-sz4RLpRUSiaqstw.jpg
Maliks,"opp. Alamgir Masjid, 331-A, DMCHS, Block - 3, opp. ??????? ????, Alamgir Road, Bahadur Yar Jang CHS, Karachi",4.1,5675,24.8797138,67.0715946,ChIJiS13tu4-sz4RfiwJwE2x3dU,restaurant_images/ChIJiS13tu4-sz4RfiwJwE2x3dU.jpg
Broadway Pizza - Bahdurabad,"situated in Bihar Muslim Cooperate Housing Society Limited, Plot No. 15/177. Survey Sheet 35, A3 Bahadur Shah Zafar Road, P/1 Block 3, Karachi",4.5,3794,24.8829885,67.0675898,ChIJWSfKses-sz4RLcOjyAqLk-k,restaurant_images/ChIJWSfKses-sz4RLcOjyAqLk-k.jpg
McDonald's,"Plot # 13, Shop # K-4, Dolmen Mall, 3 Tariq Road, Block 3 Delhi CHS P.E.C.H.S., Karachi",4.1,6004,24.8768596,67.0626373,ChIJnz7kh48-sz4Rx_MLqp3epT0,restaurant_images/ChIJnz7kh48-sz4Rx_MLqp3epT0.jpg
